"geneSym","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76"
"NBPF22P /// NBPF4 /// NBPF6",3.14306010200018,2.9444907082936,3.21023749653915,3.45552717935298,3.18444554310649,3.46595560423017,3.56570839052376,3.81251255246546,3.46112142798711,3.31237261474293,3.1437129307784,3.56240997133849,2.91273870208534,4.11273375485519,3.36358477663448,3.32171471858176,3.91687424969719,3.4913234579085,3.16317102101007,3.01758644556846,3.76842162642979,3.32063163331171,3.60358691195292,3.392033750728,3.44254414479782,4.62734912855403,3.29359023660326,4.22852286262261,3.93470091318574,4.37639474181754,3.23756472703645,3.37936347562341,3.83217340842902,3.47050771461638,3.52855314457203,3.50698593845616,4.45136262926318,3.33617463231592,2.96780505971365,3.78863954068432,3.04186273597145,3.04173035019938,3.24041774658723,3.30047398979384,4.41376832332008,4.1954693317677,3.23713580918906,3.7325366306571,4.04831990274554,3.20871730500055,4.36459094538227,3.54114493194125,3.47781913935594,3.37208610854986,3.60071515859629,3.46052325232455,3.26873970462516,3.36368351996094,3.40378498668365,3.61930213007695,4.24077777396567,3.89293361764527,4.36166985305114,3.40359530522185,3.48175959387978,2.93935207481367,3.36450733796428,2.98930195950749,3.6663155615212,3.47781913935594,3.64854478456513,4.32847532532147,4.00992899622867,3.25157186922252,3.31335292737222,3.96588262060294
"EVI5L",18.3979571794144,25.2451081170679,18.2610600190138,18.8371830090726,18.7714618234387,21.3101590848812,19.4620766314336,21.4324091433939,18.2832883463925,18.1507417071529,16.3096357009627,21.0545749694859,21.0252247722205,18.1342668747964,21.8630772231546,18.5692267894487,18.9201324370226,17.7277555317608,18.956262012948,20.0783434280922,17.9283228434977,17.2478363378192,15.9968396361147,17.3825386873286,23.7320556014601,25.4868296873862,16.3044229810249,17.149905267612,18.4395622217531,20.2829777049196,16.505259367761,17.2869358121755,16.825942210413,20.3967450313456,19.453529278706,21.4643212306784,18.9686253999559,20.5883033446952,18.9686253999559,17.5484619346448,18.9664005550695,19.5959810131283,18.0898662497578,16.3735029170641,20.3744531635247,17.7692766013494,15.1346908710463,16.2385757993671,19.4540632259847,21.289156729724,19.8614824749871,22.8960634272021,22.0811924146478,18.7715331391547,18.3758789750126,18.4942273406069,20.1249197405606,19.4148179105043,22.1597289176889,20.5077366259727,19.2332453672812,23.2346468052197,18.9510914551055,19.6576376457177,18.9686253999559,19.1894312586474,21.4618845726022,18.6001910678528,23.7031297793151,21.0302256930364,23.4598308869075,14.0865835414467,15.8933802746927,20.289819888948,14.7629383794843,17.0963218584174
"BACH1 /// GRIK1-AS2",319.661068571751,335.57530376671,343.36507992946,307.159082774001,359.614411533425,387.007237279621,405.135836168819,371.663653138613,373.611916328479,296.109500834805,345.971198352513,346.535268002626,278.026661922348,312.053811072482,281.783513222571,330.255474994984,388.040550241633,298.931357080428,429.071492752113,362.926870670716,378.076795787926,378.601325160251,406.167159422986,358.178876881762,359.7882636825,285.697610986355,365.911625605767,318.397661081617,326.368673877515,335.162059606761,374.25757077509,382.58437148757,384.582022137323,428.009616851248,382.446985995571,360.929145638186,260.858007632332,329.343106766636,261.691341023639,343.689906239523,367.306187383615,388.25361917664,333.139845070656,390.476733365055,288.448156154242,352.830946775785,384.491164553531,355.526981642878,391.890416687554,328.659333541911,326.917915482328,302.288791465383,392.55102684344,348.648279199894,402.426005292995,331.67283800379,359.939838144401,381.121578429519,341.367771854679,408.441753487906,404.371649060413,459.302171122478,343.495209555533,372.75229054753,388.618898705642,433.265483206072,374.228759661391,435.670712090481,371.716694715118,334.883856868075,398.678982213238,326.751341741677,381.146857343426,418.982934485181,343.447147687718,397.510320197951
"AQP2",17.4593677039047,9.25785413881237,7.87814812280784,9.26899236337659,10.1252824216143,9.07242360882334,10.2993872542269,10.6047188327811,9.7198125636043,8.40565807215004,8.66187568359207,8.73284325183869,8.11897112161068,9.00051080853649,8.75167896656029,9.91725048001579,9.26899236337659,10.1125788546056,9.47304807330509,10.2692241010094,9.9168726020903,9.53740716433419,8.68232910286567,8.91867248746957,9.45325125760899,10.2563347620008,10.7122313102178,11.8569012940677,10.1753482682245,11.3625177993896,7.92938474422657,11.1162833895461,9.49989650935736,7.13147660006925,9.06285866320745,7.95532457456164,8.71374919649042,9.44890231959109,7.25040367549784,11.2352904214395,9.23772287879056,9.19679549167207,9.2818014703628,9.05111449157667,8.66037417791771,8.50806293312393,9.52111362030697,9.25931977844147,10.7507651433471,8.68114775409227,10.6565984262082,9.71668378000048,9.04343539714933,9.26899236337659,9.99459043560019,10.7178495988521,8.81576449850742,8.25153842257295,7.90449406288042,9.91569034156176,8.95745338480682,8.82300211486232,9.09880223614825,8.67297972305238,9.20383993782636,9.7796823700192,10.6839566677507,9.03230419480792,8.97182077758245,7.70611687679169,9.37791976087024,9.57409167020466,10.5456409236742,9.29090325615834,10.1036081211795,8.65838669129496
"FBXO33",45.4033186176552,59.6975698993034,61.9818827512092,59.4447525531182,49.2447706414876,44.7093119331951,53.2190893623047,47.1187859143192,54.6728759113224,55.8051670225409,55.3855866962537,49.6434710095935,39.5653418468725,51.2545923907032,44.0884096264668,53.3646870914536,52.5863701093645,59.3782486745931,68.0976314528676,45.1964351943861,50.7349808585651,56.3699930514175,71.8577542434687,61.6604892407512,50.8364214424919,56.0540912686663,51.8730812263413,40.0055043440025,46.0226470735899,57.0818832135435,43.3553434511284,43.9287537205931,58.7512967996325,57.2708839086293,46.0126655531856,60.3486546936169,46.6461482856624,47.9203822522404,43.1484925858535,56.6415874115339,56.2954831931818,57.3622894963779,57.5696020725704,42.9872406210223,55.2100403380698,57.3447360425794,48.747004716233,63.0542111554253,45.9334899269386,45.7698394019925,47.8648443926377,57.8273655449029,50.4473199569374,54.5880194305357,60.5734889873396,47.6162903938202,49.9958231344346,57.3566009789903,68.4714342748671,60.2515323890369,45.5489493877159,63.680397019766,57.0641207014226,58.7068023467053,58.7153241658978,43.1753232538742,52.9489195206322,48.3458123120661,68.6263755494079,58.8971977962654,71.2003930285497,38.9643186973983,59.7621044807116,59.9545304226075,47.5719922748027,50.5168848693454
"SNAPC4",11.6513788067766,12.6399358048451,11.8905346335996,14.9793144622688,20.8118197405642,15.559769274566,17.8957083722963,21.78195035948,21.362039579718,19.8226685904994,16.0950965929652,20.4522849445599,15.5249353098125,19.1089386983896,16.6106563444092,13.5942797925948,16.9768073681035,16.2254203494248,16.2815063911234,20.5892882368156,18.4841331280129,21.2971625126648,16.0439863847882,19.4766595479529,19.4655729080065,50.6016613975087,27.6547199991798,31.0933723091444,12.9460017052146,18.8726630606845,17.0726836790225,18.2725741162211,14.9034107473661,15.6169449104282,14.3648136592514,16.9174891642935,10.9796169800961,11.2634277945502,9.35555094373571,13.9282353281425,16.0113049570354,16.0264665918432,17.6286292416055,13.9569529570342,21.0492116877662,16.4019045009731,14.4365364501165,14.5060105811336,18.8965209962934,23.0140214545463,13.46469467162,25.2216793186064,15.2858204884845,19.1163109882184,17.3000915990767,21.2301879788693,19.440649019941,16.4640145976731,10.9496467653059,12.9318368491054,14.7945603886673,13.8231752732617,13.6313935088155,13.0618629820013,15.0019777884502,19.3736096689366,21.637622892068,15.3990879435501,17.0361458668154,14.8532023428642,14.4856131620331,14.7369562709158,11.5366647520491,13.4431361032174,16.8494312125938,15.8047371512288
"ARHGAP23",475.521892698794,560.473922616753,426.429939021811,569.702618033601,621.140701142314,631.421012974556,626.304777712298,652.975486661278,630.465071076492,517.547864873199,587.179083187725,610.784370946751,577.027586098405,628.55778913183,447.414404557522,496.17757664921,525.784024391529,531.795070031733,562.318911130523,528.508830727901,584.634211110504,501.32913788439,566.856792811267,587.569785518451,654.717870482102,637.092957554664,609.212494415985,553.189434237892,597.851739094889,666.484504984992,656.81194119351,650.463804397599,497.593691055248,701.142122001357,631.029032420485,723.472670032815,442.28530096526,472.782554624758,484.582259094636,527.345912885688,719.638178605982,560.721546184378,741.938800708422,500.63083232063,563.79605164084,538.324853203574,469.566619038026,562.166099512105,510.136878367018,583.988168106068,442.243232478842,603.242655003969,475.520427027664,525.219518931669,470.851667437243,520.730804545299,519.923627399013,546.66277401549,468.101967560764,543.680572551279,606.714190295207,533.322826258394,523.434799983819,536.207159281417,830.691862941881,659.374082603087,683.423876814971,615.047507479317,493.438801094721,569.47171179179,500.339629507005,472.733788662089,548.283462173683,626.739880579071,603.270561024835,499.18750057196
"RFX3",3.90938551648188,3.53816721045472,3.79852380052377,3.88998367938168,3.59803822788469,3.51953705825973,4.14355601138598,4.10836603670046,3.94725423687635,3.446560012016,3.72070656334468,3.76677338485897,3.58947050698694,4.05719992190055,3.4481615208818,3.50641541196471,3.71870006535847,3.48361194507301,3.4984857962919,3.43444596475864,3.40103531797072,4.24489243792351,3.79357834846822,3.96581909409378,3.63597864583744,4.1757678853055,3.72610515743457,3.2343334983223,3.35574939992987,3.54932118615552,4.04935392713714,3.62000802958718,3.40691451659203,3.19564885224604,3.64328170056349,4.37540670124759,3.99175013725289,3.93585718613698,3.31914972209371,3.54049599152706,4.04968756253231,4.03027539131298,3.56183381697901,4.0482804929268,3.74156046862573,3.9572486040842,4.10418424799752,3.7518219262022,3.82762781443165,3.66884042675226,3.5067439259865,3.76194791810271,4.28046186699576,4.10599948682945,3.93188371667307,3.75243140082389,4.11367222301147,3.99851169744151,4.17182124481365,4.26528923998548,5.12593863803129,3.46279298187036,3.29832972253056,3.58572123101071,3.9997561571284,3.79357834846822,3.40924965514802,4.11298539161084,3.8859321660375,4.0188083505376,3.74707945128054,3.77767887784783,3.75352615559146,4.02820951407109,3.33229086243141,3.94715411888112
"NUGGC",2.70509922842292,3.25051400207231,2.83340461287196,2.90543587517104,3.03043025476776,2.81188853500211,3.15465824882441,3.35935046810672,2.78994661200609,3.4950540593562,2.62622252163001,3.33461187440898,3.07484912445138,3.5972678481509,3.03868805428716,2.99551077987063,3.15416408231965,3.04115778166066,2.94712332127065,3.1366302286349,3.16688359356749,3.26608032425696,3.23802452392267,2.97622737406941,3.13165163875159,3.40395634037576,2.87323818726297,3.17121889907357,3.29471366007558,3.31464381899126,3.13837310155144,3.193680120285,2.97383335218964,3.19008093886826,3.0192745405311,3.10509134935561,3.59508649947727,3.43631163524634,2.9697678026251,3.60144617815644,3.16178748259579,3.51002315748031,3.44385655101809,3.23812984721917,2.98306237816894,3.01524710972018,3.08083739606242,3.193680120285,3.81893360446635,3.35213166454604,3.55833143678458,2.90221971048688,3.1211002795769,3.3985795333855,3.27798955548303,3.07579630644569,3.49441246727007,3.67587176711258,3.31565620946514,3.41320363189316,4.24846459946518,3.32117264321105,3.4094869007044,3.08972706916128,3.48978559519914,2.99640265767518,2.90962618251472,3.21198888393135,3.35307897945158,3.77174968037788,3.28781635981506,3.45762018791982,3.0836350253669,3.41976488907565,3.26498363030228,3.44040965797109
"SLC6A10P /// SLC6A10PB /// SLC6A8",10.1019006200903,17.2958866872094,19.1841510092039,17.3994568852327,15.3711843593896,11.1274426454215,13.4286479962502,14.2384583567378,12.5990330887744,12.5990330887744,12.2230130265071,11.9287989843428,16.962776759313,19.5786798019649,12.5990330887744,23.4045426649467,11.1975135259007,10.7966350887992,12.1019074513701,11.2832770465985,9.94227186135735,7.91734889019982,16.5657940853757,13.5296327937053,12.3076234001605,8.16064119552328,11.3277779286036,13.9991131976739,16.0711443410631,15.0676820821754,13.5550996095858,16.7577990022356,10.0381291466012,12.8176534524003,14.8752524541124,10.3369291550829,15.7254013571719,15.7929607502583,10.2949054041228,15.5443731666296,15.2543438123622,21.155024230426,15.6550284248528,13.4095052232498,8.65617810708495,10.1954009302082,9.60350031081635,10.7968734319803,9.73777115409864,10.7440206540129,17.2551708116481,19.4013736927027,9.12115739445457,9.68533923482524,13.7425837123501,11.4848161085442,10.4565955572231,7.36606252098096,14.0422681993094,9.59489067237866,10.8065363570569,8.9316038761196,10.6568996614793,12.3971730316717,12.2646889130937,12.418266362071,16.7133137788108,11.5788438961304,10.3698873035618,15.1841103913978,15.8195945533252,18.9933144600384,11.3000002874469,10.2493189574693,13.0510263529823,16.2202802259012
